"PCT" "MEAN" "SD" "MEDIAN" "Q1" "Q3" "IQR"
0.157 0.004 0.0631505185092568 0 0 0 0
0.158 0.002 0.0446989708829856 0 0 0 0
0.159 0 0 0 0 0 0
0.16 0.001 0.0316227766016838 0 0 0 0
0.161 0 0 0 0 0 0
0.162 0.009 0.0944877131056093 0 0 0 0
0.163 0 0 0 0 0 0
0.164 0.013 0.113330683593826 0 0 0 0
0.165 0.011 0.104354635210372 0 0 0 0
0.166 0.001 0.0316227766016838 0 0 0 0
0.167 0.098 0.297463417052391 0 0 0 0
0.168 0.002 0.0446989708829856 0 0 0 0
0.169 0.001 0.0316227766016838 0 0 0 0
0.17 0.001 0.0316227766016838 0 0 0 0
0.171 0.142 0.352079479606466 0 0 0 0
0.172 0.011 0.104354635210372 0 0 0 0
0.173 0.006 0.0772655807586403 0 0 0 0
0.174 0.013 0.113330683593826 0 0 0 0
0.175 0.004 0.0631505185092568 0 0 0 0
0.176 0.034 0.181319819316248 0 0 0 0
0.177 0.009 0.0944877131056093 0 0 0 0
0.178 0.011 0.104354635210372 0 0 0 0
0.179 0.012 0.108939744206914 0 0 0 0
0.18 0.04 0.196057232558349 0 0 0 0
0.181 0.016 0.125537881771837 0 0 0 0
0.182 0.063 0.243084532807191 0 0 0 0
0.183 0.036 0.186383311320351 0 0 0 0
0.184 0.019 0.136593036636783 0 0 0 0
0.185 0.014 0.117549214450024 0 0 0 0
0.186 0.034 0.181319819316248 0 0 0 0
0.187 0.098 0.304119201117734 0 0 0 0
0.188 0.025 0.156203071030628 0 0 0 0
0.189 0.08 0.278707153976495 0 0 0 0
0.19 0.046 0.218933624489095 0 0 0 0
0.191 0.029 0.167890402308134 0 0 0 0
0.192 0.068 0.255815248649179 0 0 0 0
0.193 0.029 0.167890402308134 0 0 0 0
0.194 0.182 0.406252435120137 0 0 0 0
0.195 0.267 0.477429512010872 0 0 1 1
0.196 0.041 0.198389410902796 0 0 0 0
0.197 0.057 0.231958627355839 0 0 0 0
0.198 0.116 0.34447447316552 0 0 0 0
0.199 0.059 0.24408723559125 0 0 0 0
0.2 0.137 0.385200440523345 0 0 0 0
0.201 0.1 0.306747606501003 0 0 0 0
0.202 0.077 0.270451740878376 0 0 0 0
0.203 0.148 0.374481289567631 0 0 0 0
0.204 0.118 0.337920390314332 0 0 0 0
0.205 0.082 0.278124708275538 0 0 0 0
0.206 0.104 0.339557505143531 0 0 0 0
0.207 0.134 0.355204406180681 0 0 0 0
0.208 0.167 0.406541850584016 0 0 0 0
0.209 0.205 0.434930068130687 0 0 0 0
0.21 0.169 0.408173499391626 0 0 0 0
0.211 0.278 0.486778135245363 0 0 1 1
0.212 0.153 0.392102977219945 0 0 0 0
0.213 0.184 0.426996869223097 0 0 0 0
0.214 0.214 0.440906337444132 0 0 0 0
0.215 0.191 0.422726504607527 0 0 0 0
0.216 0.229 0.463436914556635 0 0 0 0
0.217 0.276 0.521628312207165 0 0 0 0
0.218 0.207 0.438569656204511 0 0 0 0
0.219 0.299 0.540269276278867 0 0 1 1
0.22 0.438 0.61687643538762 0 0 1 1
0.221 0.24 0.496635325612916 0 0 0 0
0.222 0.318 0.570264150373492 0 0 1 1
0.223 0.217 0.460568261089627 0 0 0 0
0.224 0.325 0.575939846430777 0 0 1 1
0.225 0.291 0.54093586644963 0 0 1 1
0.226 0.257 0.495172895255987 0 0 0 0
0.227 0.345 0.572977576614743 0 0 1 1
0.228 0.247 0.492171954943832 0 0 0 0
0.229 0.371 0.614602909801716 0 0 1 1
0.23 0.366 0.603662495446262 0 0 1 1
0.231 0.292 0.530110381917782 0 0 1 1
0.232 0.182 0.418391026494416 0 0 0 0
0.233 0.375 0.605592058849637 0 0 1 1
0.234 0.378 0.586054143795144 0 0 1 1
0.235 0.285 0.53297191207329 0 0 0 0
0.236 0.325 0.563642344658998 0 0 1 1
0.237 0.237 0.493025429439572 0 0 0 0
0.238 0.227 0.457909031010179 0 0 0 0
0.239 0.284 0.521167550424636 0 0 1 1
0.24 0.319 0.547301140633325 0 0 1 1
0.241 0.162 0.392313535211201 0 0 0 0
0.242 0.394 0.634954460703417 0 0 1 1
0.243 0.491 0.68584939264345 0 0 1 1
0.244 0.371 0.606404754868171 0 0 1 1
0.245 0.157 0.395610297524606 0 0 0 0
0.246 0.274 0.526499003988803 0 0 0 0
0.247 0.185 0.41102791139282 0 0 0 0
0.248 0.222 0.467904835340409 0 0 0 0
0.249 0.245 0.480839064767211 0 0 0 0
0.25 0.691 0.816201681684855 1 0 1 1
0.251 0.189 0.414065756191514 0 0 0 0
0.252 0.34 0.59392992242583 0 0 1 1
0.253 0.208 0.452704032388647 0 0 0 0
0.254 0.195 0.448526672758908 0 0 0 0
0.255 0.173 0.416226193606606 0 0 0 0
0.256 0.197 0.434026933933114 0 0 0 0
0.257 0.498 0.677092648353572 0 0 1 1
0.258 0.324 0.54343290231575 0 0 1 1
0.259 0.22 0.458050007979271 0 0 0 0
0.26 0.222 0.463606439699591 0 0 0 0
0.261 0.245 0.489095301770743 0 0 0 0
0.262 0.257 0.495172895255987 0 0 0 0
0.263 0.327 0.555319168928445 0 0 1 1
0.264 0.26 0.510549371423235 0 0 0 0
0.265 0.202 0.448773213769937 0 0 0 0
0.266 0.212 0.441872437759192 0 0 0 0
0.267 0.394 0.630207236677873 0 0 1 1
0.268 0.362 0.591020562506336 0 0 1 1
0.269 0.222 0.478481917051151 0 0 0 0
0.27 0.454 0.674046243471721 0 0 1 1
0.271 0.367 0.585366255991626 0 0 1 1
0.272 0.307 0.541335426555517 0 0 1 1
0.273 0.423 0.646907635980199 0 0 1 1
0.274 0.296 0.539142536510221 0 0 1 1
0.275 0.559 0.712057600216461 0 0 1 1
0.276 0.428 0.645935935858374 0 0 1 1
0.277 0.326 0.565724353412547 0 0 1 1
0.278 0.466 0.686524082108789 0 0 1 1
0.279 0.415 0.623830236654303 0 0 1 1
0.28 0.382 0.615186520052622 0 0 1 1
0.281 0.361 0.592477873029896 0 0 1 1
0.282 0.317 0.55751396558456 0 0 1 1
0.283 0.531 0.70819527006366 0 0 1 1
0.284 0.517 0.708670031265054 0 0 1 1
0.285 0.39 0.605199360761614 0 0 1 1
0.286 0.938 0.973192223100402 1 0 1 1
0.287 0.468 0.664392517580848 0 0 1 1
0.288 0.604 0.757467991243034 0 0 1 1
0.289 0.721 0.840157642865233 1 0 1 1
0.29 0.386 0.628807919319882 0 0 1 1
0.291 0.692 0.811044877792711 1 0 1 1
0.292 0.662 0.795228513314499 0 0 1 1
0.293 0.615 0.763778998374764 0 0 1 1
0.294 0.654 0.772580663025474 0 0 1 1
0.295 0.65 0.779812867365055 0 0 1 1
0.296 0.783 0.855946051830163 1 0 1 1
0.297 1.135 0.9888138109638 1 0 2 2
0.298 0.637 0.802418142164592 0 0 1 1
0.299 0.72 0.819922113540227 1 0 1 1
0.3 1.201 1.04484003114864 1 0 2 2
0.301 0.774 0.902074130954734 1 0 1 1
0.302 0.782 0.855106547283558 1 0 1 1
0.303 0.73 0.850778363514155 1 0 1 1
0.304 0.755 0.82441170215776 1 0 1 1
0.305 0.967 0.949111064002423 1 0 1 1
0.306 0.949 0.940895469371749 1 0 1 1
0.307 0.775 0.890599892301907 1 0 1 1
0.308 1.094 1.02772575146302 1 0 2 2
0.309 0.928 0.934713693967136 1 0 1 1
0.31 0.971 1.00457362506098 1 0 1 1
0.311 0.885 0.932010538375851 1 0 1 1
0.312 1.283 1.10187346148509 1 0 2 2
0.313 0.902 0.971256577501197 1 0 1 1
0.314 1.197 1.1024547185288 1 0 2 2
0.315 1.169 1.05335110411892 1 0 2 2
0.316 1.01 0.994428926011753 1 0 2 2
0.317 1.364 1.13613150418197 1 0.75 2 1.25
0.318 0.91 0.989383079943699 1 0 1 1
0.319 1.176 1.05077501308707 1 0 2 2
0.32 1.345 1.18295155199796 1 0 2 2
0.321 1.43 1.12621861482057 1 1 2 1
0.322 1.271 1.09761731207364 1 0 2 2
0.323 1.07 1.00404586952395 1 0 2 2
0.324 1.72 1.299726620982 1.5 1 3 2
0.325 1.347 1.13042862174879 1 1 2 1
0.326 1.357 1.15537261776705 1 0 2 2
0.327 1.915 1.36588456343889 2 1 3 2
0.328 1.394 1.1688156955355 1 1 2 1
0.329 1.585 1.24109440225767 1 1 2 1
0.33 1.567 1.28341659571558 1 1 2 1
0.331 1.452 1.1988048770059 1 1 2 1
0.332 1.467 1.21011378612731 1 1 2 1
0.333 3.312 1.78769456335579 3 2 4 2
0.334 1.198 1.10000272999934 1 0 2 2
0.335 1.477 1.21612086157172 1 1 2 1
0.336 1.662 1.23745193332399 2 1 2 1
0.337 2.248 1.48212438502735 2 1 3 2
0.338 1.722 1.34183326703302 2 1 3 2
0.339 1.977 1.37853957918203 2 1 3 2
0.34 2.298 1.50381430285041 2 1 3 2
0.341 1.893 1.3188215536191 2 1 3 2
0.342 2.235 1.49800501301532 2 1 3 2
0.343 2.22 1.45935935592634 2 1 3 2
0.344 1.889 1.3749798433321 2 1 3 2
0.345 2.563 1.59391705291448 2 1 4 3
0.346 2.163 1.47329616900391 2 1 3 2
0.347 2.361 1.47202100727056 2 1 3 2
0.348 2.329 1.50632932256795 2 1 3 2
0.349 2.192 1.48571307571258 2 1 3 2
0.35 2.553 1.58167401593776 2 1 3.25 2.25
0.351 2.416 1.5515641628213 2 1 3 2
0.352 2.903 1.63959729180042 3 2 4 2
0.353 2.376 1.5668691965442 2 1 3 2
0.354 2.591 1.59444700798153 2 1 3 2
0.355 2.575 1.60154298722824 2 1 4 3
0.356 3.082 1.66073298095571 3 2 4 2
0.357 3.051 1.80323338773733 3 2 4 2
0.358 3.489 1.83773127966421 3 2 5 3
0.359 3.037 1.73049866386127 3 2 4 2
0.36 3.132 1.79437894431355 3 2 4 2
0.361 2.984 1.72183295029126 3 2 4 2
0.362 3.559 1.80048903377965 3 2 5 3
0.363 2.962 1.71391175195618 3 2 4 2
0.364 3.599 1.82853562791173 3 2 5 3
0.365 3.535 1.80222723956304 3 2 5 3
0.366 3.54 1.90000263421133 3 2 5 3
0.367 4.12 2.06442773229335 4 3 5 2
0.368 3.834 1.88573593061171 4 3 5 2
0.369 3.971 2.04947782602285 4 3 5 2
0.37 3.949 1.93704701831193 4 3 5 2
0.371 4.167 1.96900685321001 4 3 5 2
0.372 4.135 2.01167140006061 4 3 5 2
0.373 4.613 2.05364272658329 4 3 6 3
0.374 4.024 2.04195827420484 4 3 5 2
0.375 5.192 2.22667781551218 5 4 7 3
0.376 4.353 2.01306816661618 4 3 6 3
0.377 4.654 2.1360821254921 4 3 6 3
0.378 4.954 2.23492256664048 5 3 6 3
0.379 5.035 2.14344800948597 5 4 6 2
0.38 4.977 2.25511785868423 5 3 7 4
0.381 5.598 2.41085217469015 5 4 7 3
0.382 4.832 2.03713669789878 5 3 6 3
0.383 5.09 2.21332302179298 5 4 6.25 2.25
0.384 5.474 2.28309801290627 5 4 7 3
0.385 5.993 2.44845787097633 6 4 7 3
0.386 5.816 2.30552802183349 6 4 7 3
0.387 6.077 2.38762890160338 6 4 7 3
0.388 6.126 2.48239527196744 6 4 8 4
0.389 6.156 2.37682841478162 6 4 8 4
0.39 5.706 2.42846895418934 6 4 7 3
0.391 6.023 2.4650654245978 6 4 8 4
0.392 6.408 2.43669314306777 6 5 8 3
0.393 6.597 2.49455683715842 7 5 8 3
0.394 6.539 2.50214702600382 6 5 8 3
0.395 7.041 2.60655195864443 7 5 9 4
0.396 7.485 2.63870000904569 7 6 9 3
0.397 7.364 2.70311132046218 7 5 9 4
0.398 7.497 2.76724567912729 7 6 9 3
0.399 6.673 2.62163001660111 7 5 8 3
0.4 9.594 2.97523377501937 9 7 12 5
0.401 7.535 2.69035555512892 7 6 9 3
0.402 7.972 2.78980268101509 8 6 10 4
0.403 7.909 2.92870215219921 8 6 10 4
0.404 8.356 2.84523449988913 8 6 10 4
0.405 8.749 2.94867660039105 9 7 11 4
0.406 9.372 2.97396376246592 9 7 11 4
0.407 9.348 2.84763147282176 9 7 11 4
0.408 9.106 2.87872385807515 9 7 11 4
0.409 9.005 2.95155665483261 9 7 11 4
0.41 10.282 3.08512463184131 10 8 12 4
0.411 10.606 3.22446292600197 10 8 13 5
0.412 10.271 3.08335305569538 10 8 12 4
0.413 9.83 3.06308381904291 10 8 12 4
0.414 11.471 3.22731693122547 11 9 13 4
0.415 11.345 3.22496129827559 11 9 13 4
0.416 10.898 3.29977036844755 11 9 13 4
0.417 11.984 3.43912366331477 12 10 14 4
0.418 12.082 3.5499123760845 12 10 14 4
0.419 13.218 3.50210518698978 13 11 16 5
0.42 12.763 3.55323183263581 12 10 15 5
0.421 12.633 3.37960541080357 12 10 15 5
0.422 13.748 3.50639284604432 14 11 16 5
0.423 13.111 3.53683307327165 13 11 15 4
0.424 14.403 3.61409084731591 14 12 17 5
0.425 14.775 3.80852725864997 15 12 17 5
0.426 14.83 3.78171937105352 15 12 17 5
0.427 15.045 3.96947499447115 15 12 17 5
0.428 13.28 3.60507927743574 13 11 16 5
0.429 19.011 4.30504499539928 19 16 22 6
0.43 16.318 3.89692982513954 16 14 19 5
0.431 16.328 4.06410296780642 16 14 19 5
0.432 18.659 4.19646629074145 19 16 21 5
0.433 17.433 3.99868734718038 17 15 20 5
0.434 18.366 4.33807132984958 18 15 21 6
0.435 17.713 4.1847512641904 17 15 20 5
0.436 18.837 4.20143821602592 19 16 21 5
0.437 21.801 4.50440769565641 22 19 25 6
0.438 17.578 3.95215580861073 18 15 20 5
0.439 20.285 4.41557156801611 20 17 23 6
0.44 20.282 4.44930020028681 20 17 23 6
0.441 21.696 4.46828261746608 21 18 25 7
0.442 20.96 4.5109587394199 21 18 24 6
0.443 22.244 4.63291786328313 22 19 25 6
0.444 23.533 4.67512221955403 23 20.75 27 6.25
0.445 21.076 4.61860969941773 21 18 24 6
0.446 23.496 4.72719053247596 23 20 27 7
0.447 23.479 4.65867602031546 23 20 27 7
0.448 25.087 4.96951980850536 25 22 28 6
0.449 24.535 4.94056516849886 25 21 28 7
0.45 24.66 4.95044512209831 24 21 28 7
0.451 25.614 4.81270881792844 25 22 29 7
0.452 27.749 5.1589353178358 27 24 31 7
0.453 27.728 5.08781897298851 28 24 31 7
0.454 25.77 5.15923615642061 26 22 29 7
0.455 28.485 5.29242711662473 28 25 32 7
0.456 28.154 4.98187746769259 28 25 31 6
0.457 29.859 5.29368889737035 30 26 33.25 7.25
0.458 31.154 5.44425604871078 31 27 35 8
0.459 30.154 5.42934266387394 30 26 34 8
0.46 30.639 5.45439542290706 30 27 34 7
0.461 30.51 5.51382828008837 31 27 34 7
0.462 34.692 5.99608948307888 34 30 39 9
0.463 33.834 6.03629695101897 34 30 38 8
0.464 33.502 5.67505085459172 33 29 37 8
0.465 35.68 5.95357414038366 36 32 40 8
0.466 36.516 6.12660422087793 36 32 41 9
0.467 36.81 5.73975999888888 37 33 40 7
0.468 37.588 5.71462272708469 37 34 42 8
0.469 39.018 6.11023821229672 39 35 43 8
0.47 38.667 5.96923301126223 38 34.75 43 8.25
0.471 41.849 6.22341786560487 41 38 46 8
0.472 41.503 6.08860099382954 41 37 45 8
0.473 42.508 6.37876356550583 42 38 47 9
0.474 43.635 6.69930262457636 44 39 48 9
0.475 44.711 6.68102650160251 44 40 49 9
0.476 45.568 6.79614328597945 45 41 50 9
0.477 46.499 6.64214702615932 46 42 51 9
0.478 47.158 6.69341750063731 47 42 51 9
0.479 48.719 6.658255880587 48 44 53 9
0.48 50.507 7.33128220018154 50 46 55 9
0.481 52.356 7.20521888489026 52 47 57 10
0.482 50.277 7.08056533091853 50 45 55 10
0.483 53.157 7.32365939861945 53 48 58 10
0.484 54.962 7.4576251026833 55 50 60 10
0.485 54.052 7.33765201799166 54 49 59 10
0.486 58.454 7.54073913795901 59 54 64 10
0.487 58.19 7.32157807480775 58 53 63 10
0.488 58.57 7.30455039386111 58 53 64 11
0.489 61.429 7.8293203573016 61 56 67 11
0.49 62.371 7.70212189475613 62 57 67 10
0.491 63.627 7.76183722562623 64 58 69 11
0.492 65.673 7.70671554324308 66 60 71 11
0.493 65.782 7.76703307594366 66 60 71 11
0.494 67.415 8.17040577514548 67 62 73 11
0.495 70.749 8.27565619667018 71 65 76 11
0.496 70.434 8.2932757353426 70 65 76 11
0.497 72.484 8.21676695904534 72 67 78 11
0.498 70.017 8.12888613463061 70 65 76 11
0.499 66.727 8.16671085359131 67 61 72 11
0.5 101.84 10.3887596144259 102 95 109 14
0.501 69.821 8.60051904991367 70 64 76 12
0.502 77.027 8.87519239453658 77 71 82 11
0.503 83.1 8.93632238999119 83 77 89 12
0.504 83.854 9.43099292904133 84 77 90 13
0.505 87.615 9.15984048320044 87.5 81 94 13
0.506 88.061 9.50397835669908 88 82 94 12
0.507 88.811 9.2627791767956 88 83 95 12
0.508 92.447 9.08150123408375 92 86 98 12
0.509 94.813 9.48852270182577 95 88 101.25 13.25
0.51 94.903 9.52051633217607 95 88 101 13
0.511 97.594 9.53163238989083 98 91 104 13
0.512 102.191 10.1297152047888 102 95 109 14
0.513 99.355 9.62297129667218 99 93 106 13
0.514 105.427 10.2231689893195 105 99 112 13
0.515 104.376 9.8368382820593 104 98 111 13
0.516 108.31 10.1837915144414 108 101 115 14
0.517 109.85 10.2686389042046 110 103 116.25 13.25
0.518 109.142 10.2773274473211 110 102 116 14
0.519 115.683 11.1171985276464 116 108 123 15
0.52 116.197 10.7037732488016 116 109 123 14
0.521 117.848 10.3769251985632 118 111 125 14
0.522 119.145 10.6819510895285 119 112 126 14
0.523 123.691 10.7566362876238 124 117 131 14
0.524 122.371 10.5945081340571 122 115 129 14
0.525 126.45 11.1996845014908 126 119 134 15
0.526 128.96 11.4196676312758 129 121 137 16
0.527 132.046 11.644891046613 132 124 139 15
0.528 135.38 11.4513201305672 135 127.75 143 15.25
0.529 134.622 11.4492882836534 134 127 142 15
0.53 137.4 11.7346368372311 137 130 145 15
0.531 140.283 11.630570973997 140 132 149 17
0.532 144.31 11.5190532852569 144 136 152 16
0.533 146.619 11.8626540690337 146 139 154 15
0.534 147.823 11.6876975180432 148 140 155 15
0.535 151.941 12.2770617513005 152 143 160 17
0.536 152.888 11.8400017585151 153 145 161 16
0.537 158.334 12.5258668898141 158 150 167 17
0.538 161.825 12.3053564270523 162 154 170 16
0.539 158.993 11.8612664012171 159 151 167 16
0.54 165.55 12.6930931854538 166 157 174 17
0.541 166.881 13.167468292015 166 158 175 17
0.542 173.473 13.1996022856941 173 165 182 17
0.543 176.453 12.658911447634 176 168 184.25 16.25
0.544 174.888 12.8194303225141 175 166 184 18
0.545 185.79 13.1209015718455 186 176 194 18
0.546 176.862 13.0767716948014 177 168 185 17
0.547 187.248 14.0664267090246 187 177.75 197 19.25
0.548 190.163 13.3622970323961 190 181 199 18
0.549 191.701 13.5952355415208 191 182 200 18
0.55 196.243 13.4639232108709 196 187 205 18
0.551 199.681 13.737392582108 200 191 209 18
0.552 200.567 14.1073217701847 201 191 210 19
0.553 203.303 14.0957398131805 202 194 213 19
0.554 207.238 14.3508642005735 207 197 217 20
0.555 204.625 13.7961120504187 204 195 213.25 18.25
0.556 223.082 14.2864754008601 223 214 232 18
0.557 216.768 13.9988622446306 216 207 226 19
0.558 219.315 14.3629408224454 219 210 229 19
0.559 223.554 15.3787382313891 223 213 234 21
0.56 226.861 14.0929873089878 226.5 217 236 19
0.561 231.278 14.4191063047134 231 222 241 19
0.562 242.348 15.4849824242936 242 232 253 21
0.563 226.735 14.7353963946311 226 216 237 21
0.564 238.167 15.3682560589774 238 228 249 21
0.565 243.123 15.1016532515791 243 234 253 19
0.566 244.335 15.4857542142313 244 233.75 254 20.25
0.567 250.358 16.4455553962854 250 239 261.25 22.25
0.568 251.794 15.8929591376229 252 242 263 21
0.569 254.465 15.6963419353093 254 243 265 22
0.57 259.79 16.1269953797966 260 250 270 20
0.571 270.671 15.7057769763368 270 260 282 22
0.572 256.14 16.1104918592806 255 245 266 21
0.573 265.698 15.7605580862859 266.5 254 276 22
0.574 273.872 16.3137903552717 273 263 285 22
0.575 270.858 15.7596383905914 271 260 281 21
0.576 275.715 16.6577085535272 275 264 287 23
0.577 279.858 16.2613735049739 280 269 290 21
0.578 279.995 16.6535977289389 280 268 291 23
0.579 285.487 16.0444150486783 285 275 296 21
0.58 289.061 16.6049692563402 289 278 300 22
0.581 291.81 16.6512811868987 291 280 303 23
0.582 293.666 16.7653070213319 294 282 304 22
0.583 297.011 17.1921042181418 298 285 309 24
0.584 294.434 16.9560948674261 294 283 306 23
0.585 305.66 17.0255769438298 306 294 317 23
0.586 302.24 16.8207412838239 302 291 313 22
0.587 307.875 16.8674801581886 307 296 319 23
0.588 304.026 17.3803740293873 303.5 292.75 315 22.25
0.589 311.675 17.7806503403708 312 300 324 24
0.59 312.715 16.8131036830044 312 301 324 23
0.591 314.551 18.6860527551318 315 301 327 26
0.592 316.42 17.079382462645 317 305 328 23
0.593 320.917 17.791870662234 320 308 333 25
0.594 319.411 16.7530517740424 319 308 331 23
0.595 322.93 17.9650171678694 323 310 335 25
0.596 327.267 17.7542931688627 327 316 339 23
0.597 324.337 17.5879153331418 324 312 337 25
0.598 327.494 18.1650194586169 327 316 340 24
0.599 324.615 18.1136655561452 325 313 335 22
0.6 340.536 17.7395996966504 340 328 351 23
0.601 330.322 17.909412694532 331 318 342 24
0.602 336.215 17.5806670765035 336 324 348 24
0.603 335.813 18.1880960476307 335 323 348.25 25.25
0.604 336.939 18.6701326415442 336 324 349 25
0.605 338.619 18.6097867575951 338 325 351 26
0.606 340.813 17.7461815035787 341 329 353 24
0.607 342.095 18.6970466800122 342 329 354 25
0.608 341.373 18.5278480172996 341 329 354 25
0.609 343.536 17.5984775026253 344 332 356 24
0.61 342.186 18.1642876366057 343 329.75 355 25.25
0.611 344.602 18.0215529955765 344 332 356 24
0.612 348.449 18.9038820287198 349 336 361.25 25.25
0.613 341.249 17.5918296794697 342 328 353 25
0.614 346.187 18.8523590683618 347 334 359 25
0.615 347.571 18.1295791633629 347 335 360 25
